0 000 --- --- --- --- 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
116 004 003 002 001 000 00000001 00000011 00000011 00000011 00000011 00000010 00000010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
117 005 004 003 002 001 00000001 00000011 00000011 00000011 00000011 00000011 00000010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
118 006 005 004 003 002 00000001 00000011 00000011 00000011 00000011 00000011 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
119 000 006 005 004 003 000000C8 00000011 00000011 00000011 00000011 00000011 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
120 001 000 006 005 004 00000001 00000012 00000011 00000011 00000011 00000011 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
121 002 001 000 006 005 00000001 00000012 00000012 00000011 00000011 00000011 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
122 003 002 001 000 006 00000001 00000012 00000012 00000012 00000011 00000011 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
123 004 003 002 001 000 00000001 00000012 00000012 00000012 00000012 00000011 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
124 005 004 003 002 001 00000001 00000012 00000012 00000012 00000012 00000012 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
125 006 005 004 003 002 00000001 00000012 00000012 00000012 00000012 00000012 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
126 000 006 005 004 003 000000C8 00000012 00000012 00000012 00000012 00000012 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
127 001 000 006 005 004 00000001 00000013 00000012 00000012 00000012 00000012 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
128 002 001 000 006 005 00000001 00000013 00000013 00000012 00000012 00000012 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
129 003 002 001 000 006 00000001 00000013 00000013 00000013 00000012 00000012 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
130 004 003 002 001 000 00000001 00000013 00000013 00000013 00000013 00000012 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
131 005 004 003 002 001 00000001 00000013 00000013 00000013 00000013 00000013 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
132 006 005 004 003 002 00000001 00000013 00000013 00000013 00000013 00000013 00000013 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
133 000 006 005 004 003 000000C8 00000013 00000013 00000013 00000013 00000013 00000013 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
134 001 000 006 005 004 00000001 00000014 00000013 00000013 00000013 00000013 00000013 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
135 002 001 000 006 005 00000001 00000014 00000014 00000013 00000013 00000013 00000013 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
136 003 002 001 000 006 00000001 00000014 00000014 00000014 00000013 00000013 00000013 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
137 004 003 002 001 000 00000001 00000014 00000014 00000014 00000014 00000013 00000013 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
138 005 004 003 002 001 00000001 00000014 00000014 00000014 00000014 00000014 00000013 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
139 006 005 004 003 002 00000001 00000014 00000014 00000014 00000014 00000014 00000014 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
140 000 006 005 004 003 000000C8 00000014 00000014 00000014 00000014 00000014 00000014 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
141 001 000 006 005 004 00000001 00000015 00000014 00000014 00000014 00000014 00000014 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
142 002 001 000 006 005 00000001 00000015 00000015 00000014 00000014 00000014 00000014 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
143 003 002 001 000 006 00000001 00000015 00000015 00000015 00000014 00000014 00000014 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
144 004 003 002 001 000 00000001 00000015 00000015 00000015 00000015 00000014 00000014 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
145 005 004 003 002 001 00000001 00000015 00000015 00000015 00000015 00000015 00000014 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
146 006 005 004 003 002 00000001 00000015 00000015 00000015 00000015 00000015 00000015 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
147 000 006 005 004 003 000000C8 00000015 00000015 00000015 00000015 00000015 00000015 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
148 001 000 006 005 004 00000001 00000016 00000015 00000015 00000015 00000015 00000015 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
149 002 001 000 006 005 00000001 00000016 00000016 00000015 00000015 00000015 00000015 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
150 003 002 001 000 006 00000001 00000016 00000016 00000016 00000015 00000015 00000015 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
151 004 003 002 001 000 00000001 00000016 00000016 00000016 00000016 00000015 00000015 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
152 005 004 003 002 001 00000001 00000016 00000016 00000016 00000016 00000016 00000015 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
153 006 005 004 003 002 00000001 00000016 00000016 00000016 00000016 00000016 00000016 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
154 000 006 005 004 003 000000C8 00000016 00000016 00000016 00000016 00000016 00000016 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
155 001 000 006 005 004 00000001 00000017 00000016 00000016 00000016 00000016 00000016 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
156 002 001 000 006 005 00000001 00000017 00000017 00000016 00000016 00000016 00000016 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
157 003 002 001 000 006 00000001 00000017 00000017 00000017 00000016 00000016 00000016 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
158 004 003 002 001 000 00000001 00000017 00000017 00000017 00000017 00000016 00000016 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
159 005 004 003 002 001 00000001 00000017 00000017 00000017 00000017 00000017 00000016 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
160 006 005 004 003 002 00000001 00000017 00000017 00000017 00000017 00000017 00000017 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
161 000 006 005 004 003 000000C8 00000017 00000017 00000017 00000017 00000017 00000017 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
162 001 000 006 005 004 00000001 00000018 00000017 00000017 00000017 00000017 00000017 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
163 002 001 000 006 005 00000001 00000018 00000018 00000017 00000017 00000017 00000017 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
164 003 002 001 000 006 00000001 00000018 00000018 00000018 00000017 00000017 00000017 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
165 004 003 002 001 000 00000001 00000018 00000018 00000018 00000018 00000017 00000017 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
166 005 004 003 002 001 00000001 00000018 00000018 00000018 00000018 00000018 00000017 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
167 006 005 004 003 002 00000001 00000018 00000018 00000018 00000018 00000018 00000018 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
168 000 006 005 004 003 000000C8 00000018 00000018 00000018 00000018 00000018 00000018 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
169 001 000 006 005 004 00000001 00000019 00000018 00000018 00000018 00000018 00000018 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
170 002 001 000 006 005 00000001 00000019 00000019 00000018 00000018 00000018 00000018 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
171 003 002 001 000 006 00000001 00000019 00000019 00000019 00000018 00000018 00000018 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
172 004 003 002 001 000 00000001 00000019 00000019 00000019 00000019 00000018 00000018 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
173 005 004 003 002 001 00000001 00000019 00000019 00000019 00000019 00000019 00000018 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
174 006 005 004 003 002 00000001 00000019 00000019 00000019 00000019 00000019 00000019 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
175 000 006 005 004 003 000000C8 00000019 00000019 00000019 00000019 00000019 00000019 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
176 001 000 006 005 004 00000001 0000001A 00000019 00000019 00000019 00000019 00000019 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
177 002 001 000 006 005 00000001 0000001A 0000001A 00000019 00000019 00000019 00000019 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
178 003 002 001 000 006 00000001 0000001A 0000001A 0000001A 00000019 00000019 00000019 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
179 004 003 002 001 000 00000001 0000001A 0000001A 0000001A 0000001A 00000019 00000019 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
180 005 004 003 002 001 00000001 0000001A 0000001A 0000001A 0000001A 0000001A 00000019 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
181 006 005 004 003 002 00000001 0000001A 0000001A 0000001A 0000001A 0000001A 0000001A 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
182 000 006 005 004 003 000000C8 0000001A 0000001A 0000001A 0000001A 0000001A 0000001A 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
183 001 000 006 005 004 00000001 0000001B 0000001A 0000001A 0000001A 0000001A 0000001A 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
184 002 001 000 006 005 00000001 0000001B 0000001B 0000001A 0000001A 0000001A 0000001A 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
185 003 002 001 000 006 00000001 0000001B 0000001B 0000001B 0000001A 0000001A 0000001A 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
